Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE279221,YAP-TEAD complex inhibits photoaging via transcriptional regulation of homologous recombination repair in mouse (smal) - lncRNA-seq,include,8,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin,photoaging,skin_direct,photoaging_model,,,,0,2024/10/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279221
GSE268029,Transcriptomic profiling of the oocyte-cumulus-granulosa cell complex from estrogen receptor beta knockout mice,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged; young_vs_old,,,,,reproductive,0,2024/10/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268029
GSE263816,Cell type-specific weighting-factors to solve solid organs-specific limitations of single cell RNA-sequencing,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2024/10/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE263816
GSE275330,"Doxorubicin resistance involves modulation of interferon signaling, transcriptional bursting, and gene co-expression patterns of U-ISGF3-related genes",exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2024/10/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275330
GSE278717,Cellular and transcriptomic changes by the supplementation of aged rat serum in human pluripotent stem cell-derived myogenic progenitors,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aged; young_vs_old,,,,,,0,2024/10/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE278717
GSE274832,Downregulation of Glucose-Energy Metabolism via AMPK Signaling Pathway in Granulosa Cells of Diminished Ovarian Reserve Patients,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged; young_vs_old,,,,,reproductive,0,2024/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274832
GSE244738,Highly concentrated trehalose prevents IL-4/IL-13-induced skin barrier impairment by suppressing IL-33 expression and increasing Nrf2 activation in epidermal keartinocytes,exclude,7,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; cutaneous; epidermis; keratinocyte; skin_model,senescence,keratinocyte_sample,,,,,0,2024/09/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244738
GSE274777,Resistance to age-related hearing loss in the echolocating big brown bat (Eptesicus fuscus),exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic,skin_tissue,,,,,0,2024/09/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274777
GSE225576,An atlas of the aging mouse transcriptome and proteome reveals the features of age-related post-transcriptional dysregulation,exclude,4,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,age_related; aging_generic,,,,,,0,2024/09/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225576
GSE277167,Protective variant in PLCγ2 mitigates Alzheimer’s disease associated pathology via enhancing beneficial microglia functions,exclude,-1,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic; rejuvenation,,,anti_aging_intervention,,neurologic,0,2024/09/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277167
GSE255032,Single-cell and bulk transcriptional profiling of mouse ovaries reveals novel genes and pathways associated with DNA damage response in oocytes,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2024/09/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE255032
GSE243204,RNA sequencing of HDFs(Human dermal fibroblasts) with or without Sal-B and UVB treatment,include,10,皮肤样本用于验证抗衰老或年轻化干预,include,皮肤样本用于验证抗衰老或年轻化干预,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,skin_aging; photoaging; aging_generic,hdf,,anti_aging_intervention; aged_skin_treatment,,,0,2024/09/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243204
GSE243929,Generation of Human Expandable Limb Bud Cells via Chemically Induced Dedifferentiation Strategy [scRNA-seq],exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,senescence,,,,,,0,2024/09/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243929
GSE248342,AAGGG repeat expansions trigger repeat-dependent synaptic dysregulation in human CANVAS Neurons [CANVAS_Control_Isogenic],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,neurologic,0,2024/09/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248342
GSE248343,AAGGG repeat expansions trigger repeat-dependent synaptic dysregulation in human CANVAS Neurons [RFC1_Knockdown],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,neurologic,0,2024/09/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248343
GSE248344,AAGGG repeat expansions trigger repeat-dependent synaptic dysregulation in human CANVAS Neurons [RFC1_Addition],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,neurologic,0,2024/09/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248344
GSE263743,Human platelet-rich plasma promotes the primordial follicle activation through the PI3K/Akt signaling pathway,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged,,,,,reproductive,0,2024/09/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE263743
GSE241456,NR4a knock-down in HER2 CAR-T cells improves T cell longevity and promotes solid tumor eradication [RNA-Seq],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,epidermis,,,,,,cancer,0,2024/08/28,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241456
GSE275491,Differences in cell subsets between sun-exposed and unexposed skin: preliminary single-cell sequencing and biological analysis from a single case,include,7,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,intrinsic_skin_aging,skin,photoaging; chronological_aging; aging_generic,skin_punch_biopsy,,,,,1,2024/08/28,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275491
GSE275846,Single cell transcriptomics of human epidermis shows decreased expression of several structural genes associated with skin barrier development in aged skin,include,24,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,aged_skin; aged; young_vs_old,skin_direct; keratinocyte_sample,young_vs_old; age_groups,,,,2,2024/08/28,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275846
GSE245045,The human pathome shows sex specific aging patterns post-development,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; senescence,,,,,,0,2024/08/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245045
GSE275010,Immunocompatible Elastomer with increased resistance to the foreign body response,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2024/08/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275010
GSE250436,Muscle-resident mesenchymal progenitors sense and repair peripheral nerve injury via the GDNF-BDNF axis,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aged,,,,,,0,2024/07/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE250436
GSE226204,Neurological Cockayne Syndrome Results from R-Loops Induced by Stalled RNA Polymerase II during Transcription Elongation,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; premature_aging,,,,,systemic_premature_aging,0,2024/07/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226204
GSE266428,Nuclear lamin A/C phosphorylation by loss of Androgen Receptor is a global determinant of cancer-associated fibroblast activation,exclude,0,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,senescence,dermal_sample,,,,cancer,0,2024/07/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266428
GSE270016,Rejuvenation of aged oocyte through exposure to young follicular microenvironment,exclude,6,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,rejuvenation_intervention,,age_related; aging_generic; aged; young_vs_old; rejuvenation,,young_vs_old,,,reproductive,0,2024/07/22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270016
GSE240997,Competition shapes the landscape of X-linked genetic diversity [scRNA-seq],exclude,0,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic,,,,,,0,2024/07/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE240997
GSE261621,Competition shapes the landscape of X-linked genetic diversity [ChIP-seq],exclude,0,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic,,,,,,0,2024/07/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261621
GSE268348,The m6A writer KIAA1429 regulates photoaging progression via MFAP4-dependent collagen synthesis,exclude,14,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,photoaging,,photoaging,hdf,photoaging_model,aged_skin_treatment,,,5,2024/07/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268348
GSE221034,Bulk Omni-ATAC-seq in young (2 months) and aged (22-24 months) mice across 23 cell-types,exclude,7,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged; young_vs_old,,young_vs_old,,,,0,2024/07/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221034
GSE223049,Bulk RNA-seq in young (2 months) and aged (22-24 months) mice across 23 cell-types,exclude,7,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged; young_vs_old,,young_vs_old,,,,0,2024/07/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223049
GSE223050,The activity of early-life gene regulatory elements is hijacked in aging through pervasive AP-1–linked chromatin opening,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2024/07/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223050
GSE268766,"CUT & RUN for P63, Gata3, Jun in murine keratinocytes and Tcf1 and Jun in murine CD8 Naive T-cells across two age stages, young (2 months) and aged (20-24 months).",include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,keratinocyte,aged; young_vs_old,keratinocyte_sample,young_vs_old,,,,0,2024/07/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268766
GSE233555,Calibrated ribosome profiling assesses the dynamics of ribosomal flux on transcripts,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2024/07/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE233555
GSE264548,Influence of Staphylococcus aureus biofilm infection phase on functional composition of host neutrophils,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2024/07/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264548
GSE222001,Transcriptional profiling of NK cells from tuberculosis patients,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2024/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222001
GSE232856,A non-canonical role for a small nucleolar RNA in ribosome biogenesis and senescence (CRISPRi screen),exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2024/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232856
GSE232857,A non-canonical role for a small nucleolar RNA in ribosome biogenesis and senescence (RNA-sequencing),exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2024/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232857
GSE232858,A non-canonical role for a small nucleolar RNA in ribosome biogenesis and senescence (Ribosome profiling),exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2024/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232858
GSE232859,A non-canonical role for a small nucleolar RNA in ribosome biogenesis and senescence,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2024/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232859
