Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE236849,Accelerated Aging and Microsatellite Instability in Recessive Dystrophic Epidermolysis Bullosa-Associated Cutaneous Squamous Cell Carcinoma,exclude,3,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,intrinsic_skin_aging,skin; cutaneous; epidermis,aging_generic,skin_tissue,,,,cancer; other_disease,0,2024/02/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236849
GSE240486,Anti-aging and Rejuvenating Effects and Potential Mechanism of Dead Sea Water in Skin,include,9,标题明确以皮肤老化为研究主问题，实验设计未发现相反证据,include,标题明确以皮肤老化为研究主问题，实验设计未发现相反证据,two_stage_rule,True,photoaging,skin; epidermis; dermis; dermal_fibroblast,photoaging; age_related; aging_generic; senescence; rejuvenation,,,anti_aging_intervention; aged_skin_treatment,,,0,2024/02/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE240486
GSE254881,Stem Leydig cells support macrophage immunological homeostasis through intercellular mitochondria transfer in a TRPM7-mediated manner in the testis,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,aged_skin_repair,,aging_generic,,,,,reproductive,0,2024/02/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254881
GSE147723,"ChIP-seq analysis comparing WT, TAp63-/-, and ΔNp63-/- primary murine keratinocytes",exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,skin; epidermis; keratinocyte,aging_generic; senescence; premature_aging,keratinocyte_sample,,,,,0,2023/12/06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147723
GSE249225,RNA-seq profiling of epidermal tissues of visually younger and older women in the Youngster-Oldie (Y-O) study,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis,skin_aging; chronological_aging; age_related; aging_generic; aged; young_vs_old,epidermal_sample,young_vs_old,,,,2,2023/12/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE249225
GSE235606,Long non-coding RNA PVT1 is overexpressed in cutaneous squamous cell carcinoma and exon 2 is critical for its oncogenicity,exclude,-1,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,skin; cutaneous,senescence,,,,,cancer,0,2023/11/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235606
GSE222691,Transcriptional profiling by RNA-seq in Dbx2-overexpressing cultures of adult neural progenitors,exclude,-1,标题和实验设计指向非皮肤器官，皮肤/衰老仅为附带描述,exclude,标题和实验设计指向非皮肤器官，皮肤/衰老仅为附带描述,two_stage_rule,True,intrinsic_skin_aging,epidermis,aging_generic; aged; young_vs_old,,,,,neurologic,1,2023/11/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222691
GSE248483,A study of genetic variants associated with skin traits in the Vietnamese population,exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; cutaneous,skin_aging; aging_generic,,,,,,0,2023/11/26,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248483
GSE218198,Transcriptomic analysis of human dermal fibroblasts overexpressing ANKRD1.,exclude,7,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,dermis; dermal_fibroblast,senescence,dermal_sample,,,,,0,2023/11/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE218198
GSE218204,ChIP-seq analysis of primary human dermal fibroblasts overexpressing ANKRD1 in human dermal fibroblasts (HDFs),exclude,10,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,dermis; dermal_fibroblast,senescence,dermal_sample; hdf,,,,,0,2023/11/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE218204
GSE239551,Polyamine metabolite spermidine rejuvenates the oocyte quality by enhancing mitophagy during female reproductive aging,exclude,1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,rejuvenation_intervention,,aging_generic; aged; rejuvenation,,,,,reproductive,0,2023/11/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE239551
GSE239292,ChIp-Seq on Normal Human Cholangiocytes,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2023/11/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE239292
GSE222771,Arraystar m6A-mRNA Epitranscriptomic Microarray Analysis of Atopic Dermatitis and healthy controls,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2023/10/12,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222771
GSE241430,Longitudinal modeling of human neuronal aging reveals the contribution of the RCAN1-TFEB pathway to Huntington's disease neurodegeneration,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; aged,,,,,neurologic,0,2023/10/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241430
GSE203034,Single-cell analysis of human dermal fibroblasts isolated from a single male donor over 35 years,include,15,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,cellular_senescence,skin; dermis; dermal_fibroblast,skin_aging; age_related; aging_generic; senescence,dermal_sample,age_groups; serial_ages,,,,1,2023/09/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE203034
GSE158000,ESC-sEVs rejuvenate aging hippocampal NSCs by transferring SMADs to regulate the MYT1-Egln3-Sirt1 axis,exclude,1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,age_related; aging_generic; senescence; rejuvenation,,,,,neurologic,0,2023/09/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158000
GSE240226,Effect of rice fermentation and succinic acid on gene expression of human dermal fibroblasts irradiated with UVA,include,16,皮肤样本用于验证抗衰老或年轻化干预,include,皮肤样本用于验证抗衰老或年轻化干预,two_stage_rule,True,photoaging,skin; dermis; dermal_fibroblast,skin_aging; photoaging; aging_generic; senescence; rejuvenation,skin_direct; dermal_sample; hdf,,anti_aging_intervention,,,1,2023/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE240226
GSE210996,Mechanism for the modifier effect of RCAN1 in neurodegeneration of Huntington’s disease in patient-derived neurons [ATAC-Seq],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,neurologic,0,2023/08/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210996
GSE236967,Hypoglycosylated FSH enhances oocyte quality via increased cell-to-cell interaction during mouse follicle development,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2023/07/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236967
GSE226189,Transcriptomes of human primary skin fibroblasts reveal age-associated mRNAs and long noncoding RNAs,include,11,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,skin,age_related; aging_generic,skin_fibroblast,,,,,3,2023/07/06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226189
GSE227782,Single cell analysis of transcriptome and open chromatin reveals the dynamics of hair follicle stem cell aging [scRNA-Seq],include,9,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,skin_appendage_aging,skin; skin_appendage,skin_appendage_aging_phenotype; aging_generic,skin_appendage_sample,,,,,1,2023/06/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227782
GSE227783,Single cell analysis of transcriptome and open chromatin reveals the dynamics of hair follicle stem cell aging [scATAC-Seq],include,9,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,skin_appendage_aging,skin; skin_appendage,skin_appendage_aging_phenotype; aging_generic,skin_direct,,,,,1,2023/06/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227783
GSE227784,Single cell analysis of transcriptome and open chromatin reveals the dynamics of hair follicle stem cell aging,include,9,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,skin_appendage_aging,skin_appendage,aging_generic,skin_appendage_sample,,,,,1,2023/06/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227784
GSE213812,Prenatal exposure to benzo[a]pyrene depletes ovarian reserve and masculinizes embryonic ovarian germ cell transcriptome transgenerationally [RNA-seq],exclude,-6,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,embryonic_development; reproductive,0,2023/06/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213812
GSE213945,Prenatal exposure to benzo[a]pyrene depletes ovarian reserve and masculinizes embryonic ovarian germ cell transcriptome transgenerationally I,exclude,-6,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,embryonic_development; reproductive,0,2023/06/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213945
GSE213946,Prenatal exposure to benzo[a]pyrene depletes ovarian reserve and masculinizes embryonic ovarian germ cell transcriptome transgenerationally II,exclude,-6,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,embryonic_development; reproductive,0,2023/06/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213946
GSE230356,Prenatal exposure to benzo[a]pyrene depletes ovarian reserve and masculinizes embryonic ovarian germ cell transcriptome transgenerationally [Bisulfite-Seq],exclude,-6,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,embryonic_development; reproductive,0,2023/06/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230356
GSE218919,BCAS2 regulates granulosa cell survival via participating in Flt3l mRNA splicing,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,reproductive,0,2023/06/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE218919
GSE201098,Metformin promotes in vitro maturation of oocytes from aged mice,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; aged,,,,,reproductive,0,2023/04/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201098
GSE191055,"Young and old breast skin, and fibroblast cell line RNA seq data",include,20,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,cellular_senescence,skin,aged_skin; young_vs_old; senescence,skin_direct; skin_tissue,young_vs_old; senescent_control,,,,2,2023/03/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE191055
GSE200002,Fibroblast heterogeneity: a new phenotype associated with photoaging/solar elastosis,include,18,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin; epidermis; dermis; dermal_fibroblast; keratinocyte; skin_model,photoaging; photoaging_phenotype; aging_generic; young_vs_old,dermal_sample; keratinocyte_sample,young_vs_old; photoaging_model,,,,1,2023/03/22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200002
GSE221376,Immunotoxin-αCD40 therapy activates innate and adaptive immunity and generates a durable antitumor response in glioblastoma models,exclude,-6,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,exclude,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,two_stage_rule,True,cellular_senescence,epidermis,senescence,,,,,cancer; neurologic,0,2023/02/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221376
GSE197588,Wound memory of epidermal stem cells [scRNAseq L1-aged],include,9,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,aged_skin_repair,skin; epidermis; skin_stem_cell,aging_generic; aged,epidermal_sample,,,,,0,2023/02/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197588
GSE222638,CPEB1-dependent disruption of the mRNA translation program in oocytes during maternal aging,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; young_vs_old,,,,,reproductive,0,2023/01/11,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222638
GSE184892,Highly concentrated trehalose induces prohealing senescence-like state in fibroblasts via CDKN1A/p21,include,5,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,cellular_senescence,skin; epidermis; dermis; keratinocyte; skin_model,senescence,keratinocyte_sample,,,,,0,2023/01/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184892
GSE190697,Selective autophagic degradation of ATP citrate lyase maintains citrate homeostasis and promotes oocyte maturation,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2023/01/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190697
